student_id,name,subject,score,date,attendance,categorize_performance
1143,Angela,Physics,77.9,2021-01-12,Absent,Medium
1052,Patrick,Computer Science,63.0,2020-12-16,Absent,Medium
1044,Robert,Computer Science,78.7,2024-10-21,Absent,Medium
1044,Alfred,Computer Science,88.0,2024-09-02,Absent,High
1044,Tracy,Computer Science,84.0,2024-08-25,Absent,Medium
1044,Rebecca,Computer Science,78.7,2022-04-10,Absent,Medium
1163,Dana,Physics,60.0,2023-09-20,Present,Medium
1133,Walter,Biology,73.0,2024-07-10,Absent,Medium
1133,Jason,Biology,82.0,2021-05-11,Absent,Medium
1169,Candice,Biology,90.0,2024-08-27,Absent,High
1138,Erika,Physics,72.0,2020-12-27,Present,Medium
1138,David,Physics,70.0,2023-08-14,Present,Medium
1054,Amber,Biology,77.9,2021-11-15,Present,Medium
1054,Sarah,Biology,74.0,2024-01-04,Present,Medium
1419,Sheila,Biology,77.9,2023-08-06,Present,Medium
1261,Nathaniel,Computer Science,60.0,2024-12-24,Absent,Medium
1271,Robin,Physics,93.0,2020-05-22,Absent,High
1271,Dana,Physics,77.9,2020-07-10,Absent,Medium
1061,Kevin,Computer Science,62.0,2023-11-21,Present,Medium
1337,Stacy,Mathematics,94.0,2024-05-23,Present,High
1048,Kathryn,Physics,94.0,2021-09-01,Absent,High
1048,Donald,Physics,84.0,2024-05-05,Absent,Medium
1048,Paula,Physics,94.0,2020-11-15,absent,High
1219,Heather,Physics,79.0,2024-10-15,Absent,Medium
1219,Karen,Physics,66.0,2022-08-30,absent,Medium
1058,Katie,Biology,77.9,2023-08-07,Absent,Medium
1058,Walter,Biology,73.0,2024-09-15,Absent,Medium
1058,Jeffrey,Biology,77.9,2021-07-16,Absent,Medium
1058,Christian,Biology,100.0,2023-07-05,Absent,High
1058,Johnny,Biology,77.9,2020-03-23,Absent,Medium
1021,Juan,Mathematics,65.0,2021-07-16,Absent,Medium
1021,Ryan,Mathematics,72.0,2024-12-22,Absent,Medium
1021,Mathew,Mathematics,79.1,2020-05-17,Absent,Medium
1021,Michelle,Mathematics,79.1,2024-07-09,Absent,Medium
1021,Julia,Mathematics,79.1,2021-12-13,Absent,Medium
1021,Kathryn,Mathematics,99.0,2020-02-12,Absent,High
1194,Michael,Biology,82.0,2021-11-24,Absent,Medium
1194,Vanessa,Biology,76.0,2020-02-29,Absent,Medium
1194,Ryan,Biology,92.0,2021-10-06,Absent,High
1194,George,Biology,65.0,2024-11-27,Absent,Medium
1137,Zachary,Computer Science,64.0,2022-03-26,Present,Medium
1137,Tony,Computer Science,78.7,2022-06-19,Present,Medium
1117,Christopher,Physics,85.0,2021-10-03,Absent,High
1117,Michael,Physics,97.0,2023-01-26,Absent,High
1218,Joshua,Mathematics,88.0,2022-02-05,Present,High
1218,Helen,Mathematics,95.0,2021-03-29,absent,High
1218,Matthew,Mathematics,86.0,2022-11-09,absent,High
1176,Diana,Biology,84.0,2024-01-23,Present,Medium
1408,Lisa,Biology,69.0,2022-12-26,Absent,Medium
1408,Alexa,Biology,83.0,2020-11-26,Absent,Medium
1400,Victor,Biology,67.0,2024-03-20,Present,Medium
1400,Jonathan,Biology,77.9,2022-10-18,Present,Medium
1400,Jennifer,Biology,78.0,2021-07-15,Present,Medium
1400,Katherine,Biology,77.9,2023-11-16,Present,Medium
1284,Mark,Computer Science,78.7,2022-05-21,absent,Medium
1284,James,Computer Science,78.7,2022-05-30,Present,Medium
1284,David,Computer Science,90.0,2023-02-24,absent,High
1277,Anna,Biology,77.9,2021-12-17,absent,Medium
1277,Jill,Biology,77.9,2024-03-16,Absent,Medium
1277,Brett,Biology,79.0,2024-01-10,Absent,Medium
1277,Lucas,Biology,68.0,2024-03-12,Absent,Medium
1264,Jacob,Mathematics,80.0,2023-03-01,absent,Medium
1264,Tyler,Mathematics,78.0,2020-10-21,Absent,Medium
1264,George,Mathematics,79.1,2021-04-11,Absent,Medium
1264,Shelley,Mathematics,75.0,2022-06-02,Absent,Medium
1329,Heather,Biology,89.0,2020-09-29,Present,High
1329,Ashley,Biology,65.0,2024-01-14,absent,Medium
1464,Melanie,Physics,96.0,2024-03-31,Present,High
1074,Richard,Physics,80.0,2022-09-14,absent,Medium
1496,Carrie,Biology,75.0,2023-09-21,Present,Medium
1496,David,Biology,61.0,2022-10-19,Present,Medium
1475,Tracey,Physics,71.0,2020-02-20,Present,Medium
1094,Brittany,Biology,68.0,2024-01-14,Present,Medium
1094,Daniel,Biology,77.9,2024-01-16,Present,Medium
1094,Rachael,Biology,67.0,2022-05-27,Present,Medium
1100,Frank,Biology,69.0,2022-01-16,Absent,Medium
1023,James,Physics,66.0,2021-11-15,Present,Medium
1023,Matthew,Physics,92.0,2022-01-27,absent,High
1354,Peter,Biology,77.9,2023-07-21,Present,Medium
1354,Sandra,Biology,65.0,2021-08-26,Present,Medium
1027,Marisa,Computer Science,100.0,2024-06-09,Absent,High
1027,Darren,Computer Science,69.0,2023-07-04,Absent,Medium
1389,Gina,Computer Science,86.0,2023-01-30,Present,High
1181,Kim,Computer Science,66.0,2022-12-27,Absent,Medium
1225,Jackie,Biology,92.0,2023-01-10,Present,High
1225,Darin,Biology,82.0,2021-09-12,Present,Medium
1040,Brenda,Mathematics,60.0,2023-02-10,Absent,Medium
1193,Dylan,Mathematics,60.0,2023-06-06,Present,Medium
1055,Charles,Computer Science,79.0,2020-06-21,Absent,Medium
1055,James,Computer Science,77.0,2024-02-18,absent,Medium
1055,Tanya,Computer Science,62.0,2023-11-14,Absent,Medium
1055,Cory,Computer Science,71.0,2023-05-18,Absent,Medium
1153,Kristen,Computer Science,78.7,2023-06-06,Present,Medium
1153,Miguel,Computer Science,93.0,2020-06-18,Present,High
1153,Curtis,Computer Science,85.0,2021-02-17,Present,High
1338,Tina,Mathematics,95.0,2024-05-07,Present,High
1338,David,Mathematics,73.0,2022-10-03,absent,Medium
1338,Charles,Mathematics,80.0,2022-10-31,Present,Medium
1358,Robert,Biology,77.9,2023-03-24,Present,Medium
1358,Meghan,Biology,64.0,2020-11-13,Present,Medium
1358,Janet,Biology,78.0,2020-10-10,absent,Medium
1122,Terry,Computer Science,61.0,2023-09-25,Absent,Medium
1232,Lisa,Computer Science,84.0,2021-01-22,Present,Medium
1232,Jeffrey,Computer Science,64.0,2024-07-21,Present,Medium
1232,Antonio,Computer Science,69.0,2024-09-06,absent,Medium
1232,Martin,Computer Science,81.0,2024-07-02,Present,Medium
1232,Craig,Computer Science,84.0,2021-01-25,Present,Medium
1202,Jillian,Biology,79.0,2021-02-15,Present,Medium
1393,Jennifer,Biology,77.9,2024-01-29,Present,Medium
1393,Anna,Biology,78.0,2024-08-25,Present,Medium
1043,Pamela,Computer Science,91.0,2022-04-11,Absent,High
1043,Andrea,Computer Science,68.0,2021-10-16,Absent,Medium
1043,Philip,Computer Science,83.0,2022-06-17,Absent,Medium
1043,Frank,Computer Science,99.0,2020-07-14,Absent,High
1043,Sandra,Computer Science,68.0,2024-04-15,Absent,Medium
1161,Sabrina,Biology,77.9,2022-02-09,Absent,Medium
1462,Crystal,Mathematics,64.0,2022-07-11,Absent,Medium
1462,Joel,Mathematics,79.1,2021-11-23,absent,Medium
1438,Ryan,Mathematics,92.0,2023-05-18,Absent,High
1438,Christina,Mathematics,100.0,2023-02-04,Absent,High
1438,Jennifer,Mathematics,93.0,2020-06-01,Absent,High
1438,Phillip,Mathematics,71.0,2024-12-15,Absent,Medium
1150,Melissa,Physics,77.9,2020-08-27,absent,Medium
1150,Juan,Physics,64.0,2022-07-06,absent,Medium
1408,Mark,Physics,69.0,2022-12-26,absent,Medium
1408,Nicole,Physics,83.0,2020-11-26,absent,Medium
1151,Lisa,Physics,88.0,2020-10-19,Absent,High
1151,Sheila,Physics,79.0,2024-02-10,Absent,Medium
1011,Tara,Computer Science,92.0,2022-04-30,Absent,High
1011,Maria,Computer Science,73.0,2021-11-12,absent,Medium
1297,Samantha,Computer Science,100.0,2023-06-29,Absent,High
1297,Melanie,Computer Science,63.0,2021-08-02,Absent,Medium
1226,Brian,Biology,83.0,2021-02-22,Present,Medium
1040,James,Computer Science,78.7,2023-02-10,Present,Medium
1040,William,Computer Science,61.0,2024-06-06,absent,Medium
1405,Mary,Physics,92.0,2023-12-23,Absent,High
1405,George,Physics,75.0,2024-04-03,Absent,Medium
1150,David,Physics,70.0,2020-08-27,Present,Medium
1462,Monica,Mathematics,64.0,2022-07-11,absent,Medium
1462,Patricia,Mathematics,76.0,2021-11-23,Absent,Medium
1065,Justin,Computer Science,92.0,2023-02-13,Present,High
1065,Jennifer,Computer Science,78.0,2023-10-12,Present,Medium
1065,Stephanie,Computer Science,78.7,2024-12-19,Present,Medium
1200,Amy,Physics,69.0,2022-04-28,Absent,Medium
1200,Billy,Physics,61.0,2020-01-19,Absent,Medium
1096,Logan,Computer Science,78.7,2022-11-20,Present,Medium
1330,Melissa,Biology,63.0,2023-05-31,Present,Medium
1416,Michelle,Biology,63.0,2021-09-15,Absent,Medium
1218,Kyle,Biology,88.0,2022-02-05,Present,High
1400,Miguel,Computer Science,67.0,2024-03-20,Absent,Medium
1400,Kyle,Computer Science,78.7,2023-10-12,Absent,Medium
1400,David,Computer Science,78.0,2021-07-15,Absent,Medium
1400,Kristin,Computer Science,84.0,2023-11-16,Absent,Medium
1476,Amber,Computer Science,71.0,2020-02-13,Present,Medium
1476,Mike,Computer Science,78.7,2021-01-11,Present,Medium
1476,Robert,Computer Science,71.0,2023-02-08,Present,Medium
1476,Charles,Computer Science,89.0,2020-01-26,Present,High
1436,Carrie,Mathematics,64.0,2024-02-20,Absent,Medium
1436,Betty,Mathematics,79.1,2023-09-30,Absent,Medium
1073,Duane,Biology,98.0,2021-01-31,Absent,High
1440,James,Computer Science,77.0,2022-09-16,absent,Medium
1440,Laura,Computer Science,86.0,2023-08-06,Present,High
1190,Matthew,Physics,79.0,2020-08-17,Present,Medium
1190,Marissa,Physics,92.0,2022-10-15,Present,High
1365,Sara,Physics,71.0,2021-04-09,Absent,Medium
1469,Catherine,Computer Science,65.0,2024-09-30,Present,Medium
1469,Daniel,Computer Science,81.0,2024-06-18,absent,Medium
1467,Nicholas,Biology,62.0,2020-02-27,absent,Medium
1467,Wendy,Biology,77.9,2021-01-18,Absent,Medium
1173,Brian,Computer Science,89.0,2024-10-02,Absent,High
1289,Steven,Physics,85.0,2022-12-16,Absent,High
1289,Miranda,Physics,96.0,2024-11-24,absent,High
1011,Elizabeth,Physics,92.0,2022-04-30,Present,High
1011,Lori,Physics,77.9,2021-11-12,Present,Medium
1241,Christine,Physics,87.0,2020-03-15,absent,High
1241,Elizabeth,Physics,68.0,2023-07-19,Absent,Medium
1241,Lisa,Physics,77.9,2024-10-17,Absent,Medium
1067,Anne,Physics,77.9,2023-02-11,Present,Medium
1333,James,Computer Science,78.7,2020-10-21,Present,Medium
1404,Sheri,Mathematics,96.0,2024-09-23,Absent,High
1404,Lisa,Mathematics,97.0,2021-11-19,Absent,High
1129,Russell,Physics,64.0,2020-05-03,Absent,Medium
1129,Angie,Physics,94.0,2023-09-18,Absent,High
1129,Thomas,Physics,77.9,2023-09-20,Absent,Medium
1129,Mark,Physics,88.0,2022-07-13,Absent,High
1452,Shannon,Computer Science,100.0,2024-04-04,Absent,High
1452,Chad,Computer Science,78.7,2024-11-12,Absent,Medium
1106,Benjamin,Biology,77.9,2024-08-02,Present,Medium
1385,Michael,Computer Science,90.0,2023-06-09,Absent,High
1491,Christopher,Computer Science,94.0,2020-05-15,Present,High
1491,Laura,Computer Science,100.0,2024-06-20,Present,High
1255,Jimmy,Physics,67.0,2023-06-09,Present,Medium
1255,Lisa,Physics,90.0,2020-04-27,Present,High
1245,Kyle,Biology,77.9,2023-07-01,Present,Medium
1245,Kelly,Biology,77.9,2020-01-31,Present,Medium
1245,William,Biology,67.0,2020-10-17,Present,Medium
1441,Mason,Mathematics,72.0,2024-04-16,Present,Medium
1121,Lauren,Computer Science,83.0,2021-09-26,Present,Medium
1121,Katie,Computer Science,72.0,2023-10-10,absent,Medium
1287,Terri,Computer Science,89.0,2021-11-03,Present,High
1287,Gwendolyn,Computer Science,66.0,2022-03-22,Present,Medium
1287,Whitney,Computer Science,98.0,2021-07-06,Present,High
1109,Whitney,Biology,97.0,2024-09-16,Present,High
1109,Kayla,Biology,81.0,2023-05-12,Present,Medium
1403,Benjamin,Computer Science,61.0,2021-11-23,Absent,Medium
1403,Janice,Computer Science,75.0,2023-06-14,Absent,Medium
1403,Joshua,Computer Science,87.0,2021-07-16,Absent,High
1403,Brian,Computer Science,82.0,2021-10-15,Absent,Medium
1151,Lori,Mathematics,88.0,2020-10-19,Present,High
1400,Hannah,Physics,67.0,2024-03-20,Absent,Medium
1400,Paul,Physics,93.0,2023-10-12,absent,High
1400,Jasmin,Physics,78.0,2021-07-15,Absent,Medium
1400,Donald,Physics,77.9,2023-11-16,Absent,Medium
1327,Travis,Computer Science,74.0,2022-09-05,Absent,Medium
1327,Christopher,Computer Science,78.7,2022-09-19,Absent,Medium
1327,Whitney,Computer Science,81.0,2024-09-11,Absent,Medium
1315,Michael,Biology,70.0,2021-05-31,Present,Medium
1315,George,Biology,74.0,2024-01-19,Present,Medium
1315,Christopher,Biology,63.0,2021-08-19,Present,Medium
1198,Keith,Biology,63.0,2024-06-15,Present,Medium
1249,Richard,Physics,97.0,2021-08-14,Absent,High
1249,Meghan,Physics,74.0,2024-01-12,Absent,Medium
1232,Grace,Computer Science,84.0,2021-01-22,absent,Medium
1232,Thomas,Computer Science,65.0,2022-10-20,absent,Medium
1232,Justin,Computer Science,64.0,2024-07-21,Absent,Medium
1232,Rachel,Computer Science,69.0,2024-09-06,Absent,Medium
1232,Kaylee,Computer Science,84.0,2021-01-25,Absent,Medium
1143,William,Computer Science,79.0,2022-12-20,Present,Medium
1143,Isaac,Computer Science,84.0,2024-03-08,Present,Medium
1143,George,Computer Science,75.0,2021-01-12,Present,Medium
1287,Erin,Biology,89.0,2021-11-03,Absent,High
1287,Amy,Biology,66.0,2022-03-22,Absent,Medium
1287,Alex,Biology,98.0,2021-07-06,Absent,High
1153,Christopher,Mathematics,85.0,2021-02-17,Absent,High
1153,Gregory,Mathematics,90.0,2024-03-01,Absent,High
1124,Karen,Physics,86.0,2020-02-26,absent,High
1124,Wesley,Physics,66.0,2022-04-02,Absent,Medium
1467,Jasmine,Biology,62.0,2020-02-27,Absent,Medium
1467,Wendy,Biology,64.0,2021-01-18,Absent,Medium
1274,Sarah,Computer Science,78.7,2020-09-04,absent,Medium
1406,Jessica,Computer Science,68.0,2023-02-09,Absent,Medium
1406,David,Computer Science,74.0,2023-03-23,Absent,Medium
1488,Donald,Biology,62.0,2023-07-30,Absent,Medium
1488,Emily,Biology,74.0,2023-01-21,absent,Medium
1488,Colleen,Biology,78.0,2022-09-15,Absent,Medium
1073,Kyle,Physics,98.0,2021-01-31,Absent,High
1073,Richard,Physics,75.0,2023-03-07,Absent,Medium
1356,Austin,Physics,97.0,2021-11-29,absent,High
1356,Kevin,Physics,65.0,2022-11-21,Present,Medium
1220,Maurice,Physics,63.0,2022-01-20,Present,Medium
1220,Robert,Physics,97.0,2021-09-08,Present,High
1239,Erika,Physics,71.0,2024-05-02,Present,Medium
1239,David,Physics,74.0,2021-10-26,Present,Medium
1239,Cynthia,Physics,66.0,2022-04-04,Present,Medium
1225,David,Computer Science,78.7,2023-01-10,Absent,Medium
1225,Christopher,Computer Science,82.0,2021-09-12,Absent,Medium
1406,Daniel,Computer Science,74.0,2023-03-23,Present,Medium
1299,Gary,Physics,97.0,2021-10-07,Present,High
1330,Dale,Physics,63.0,2023-05-31,Absent,Medium
1021,Mackenzie,Computer Science,65.0,2021-07-16,Present,Medium
1021,Tammy,Computer Science,72.0,2024-12-22,Present,Medium
1021,Nicole,Computer Science,85.0,2020-05-17,Present,High
1021,Zachary,Computer Science,72.0,2024-07-09,absent,Medium
1021,Ricardo,Computer Science,84.0,2021-12-13,Present,Medium
1021,Alyssa,Computer Science,99.0,2020-02-12,Present,High
1352,Christine,Physics,74.0,2023-10-17,Present,Medium
1352,Phillip,Physics,63.0,2023-06-16,absent,Medium
1119,Lisa,Physics,63.0,2023-06-26,Absent,Medium
1119,Kevin,Physics,87.0,2022-01-16,Absent,High
1139,Randall,Computer Science,66.0,2023-06-27,absent,Medium
1139,Antonio,Computer Science,61.0,2021-11-28,absent,Medium
1437,Wendy,Physics,89.0,2023-06-21,Absent,High
1328,Michael,Physics,73.0,2021-05-24,Absent,Medium
1418,Meghan,Computer Science,91.0,2023-04-11,Present,High
1418,Connor,Computer Science,83.0,2024-02-21,Present,Medium
1336,Jessica,Biology,77.9,2023-03-01,Absent,Medium
1225,Helen,Mathematics,79.1,2023-01-10,Absent,Medium
1225,Courtney,Mathematics,82.0,2021-09-12,absent,Medium
1498,Paul,Biology,74.0,2022-08-25,absent,Medium
1498,Julie,Biology,90.0,2021-05-07,Absent,High
1070,Corey,Computer Science,78.7,2021-11-16,Present,Medium
1070,Yvette,Computer Science,93.0,2023-06-11,Present,High
1070,Jaime,Computer Science,65.0,2023-12-11,Present,Medium
1070,Jordan,Computer Science,85.0,2022-01-06,Present,High
1070,Savannah,Computer Science,78.7,2020-03-16,Present,Medium
1471,Joyce,Biology,95.0,2020-08-08,Absent,High
1471,Patricia,Biology,95.0,2023-09-01,Absent,High
1471,Anthony,Biology,77.9,2020-01-28,Absent,Medium
1135,Kathryn,Computer Science,78.7,2022-07-10,Present,Medium
1135,Ashley,Computer Science,95.0,2023-06-13,Present,High
1053,Donna,Mathematics,87.0,2024-02-20,Present,High
1053,Melissa,Mathematics,80.0,2022-12-23,Present,Medium
1203,Megan,Mathematics,100.0,2022-08-03,Absent,High
1203,Jennifer,Mathematics,69.0,2023-03-26,Absent,Medium
1203,Nicholas,Mathematics,99.0,2022-02-03,Absent,High
1147,Alison,Physics,77.9,2024-02-03,Present,Medium
1147,Marc,Physics,78.0,2024-11-03,Present,Medium
1079,Thomas,Mathematics,65.0,2022-01-06,Absent,Medium
1400,Rebecca,Computer Science,93.0,2023-10-12,Present,High
1400,Brittney,Computer Science,78.0,2021-07-15,Present,Medium
1400,Vanessa,Computer Science,84.0,2023-11-16,absent,Medium
1364,Mary,Computer Science,77.0,2022-12-17,Present,Medium
1329,Sheila,Biology,89.0,2020-09-29,Present,High
1329,Vanessa,Biology,65.0,2024-01-14,Present,Medium
1414,Robert,Biology,96.0,2024-07-08,absent,High
1414,Todd,Biology,69.0,2023-11-21,Absent,Medium
1414,Eric,Biology,86.0,2023-03-27,Absent,High
1103,Jeremy,Biology,100.0,2020-02-12,Present,High
1008,Brittney,Biology,77.9,2021-07-20,Present,Medium
1008,Kathy,Biology,67.0,2023-01-26,Present,Medium
1008,Susan,Biology,77.9,2024-06-27,Present,Medium
1248,Patrick,Physics,60.0,2020-06-09,Absent,Medium
1248,Nicholas,Physics,91.0,2021-01-02,Absent,High
1405,Laura,Biology,92.0,2023-12-23,Present,High
1405,Erin,Biology,75.0,2024-04-03,Present,Medium
1241,Heather,Biology,77.9,2020-03-15,Absent,Medium
1241,Sharon,Biology,68.0,2023-07-19,Absent,Medium
1241,Brian,Biology,68.0,2024-10-17,Absent,Medium
1122,Frank,Biology,77.9,2023-09-25,Present,Medium
1128,Gabrielle,Physics,98.0,2024-01-04,Present,High
1356,Vincent,Computer Science,97.0,2021-11-29,Absent,High
1356,Katherine,Computer Science,65.0,2022-11-21,Absent,Medium
1221,Julie,Computer Science,96.0,2021-11-20,absent,High
1409,Vincent,Biology,82.0,2021-10-14,Present,Medium
1409,Logan,Biology,67.0,2024-06-01,Present,Medium
1352,Benjamin,Computer Science,63.0,2023-06-16,absent,Medium
1185,Latoya,Physics,70.0,2024-03-23,Present,Medium
1185,Tina,Physics,82.0,2024-10-01,Present,Medium
1384,Kristin,Biology,77.9,2021-02-25,Absent,Medium
1384,Eric,Biology,61.0,2023-12-24,Absent,Medium
1292,Daniel,Physics,63.0,2020-07-18,absent,Medium
1405,James,Biology,92.0,2023-12-23,absent,High
1405,Daniel,Biology,75.0,2024-04-03,Absent,Medium
1333,Evan,Physics,85.0,2020-10-21,Present,High
1436,Shirley,Biology,64.0,2024-02-20,Present,Medium
1436,Christina,Biology,75.0,2023-09-30,Present,Medium
1420,John,Physics,89.0,2022-03-31,Present,High
1469,Vicki,Biology,65.0,2024-09-30,absent,Medium
1469,Caleb,Biology,81.0,2024-06-18,Present,Medium
1056,Kayla,Computer Science,70.0,2024-07-14,Present,Medium
1056,Stephen,Computer Science,86.0,2024-11-04,Present,High
1056,Sharon,Computer Science,60.0,2020-06-25,absent,Medium
1056,Rachel,Computer Science,64.0,2021-01-28,Present,Medium
1056,Scott,Computer Science,98.0,2020-03-06,Present,High
1069,Amanda,Mathematics,80.0,2022-10-12,Absent,Medium
1069,Jessica,Mathematics,72.0,2021-11-30,absent,Medium
1069,Michele,Mathematics,86.0,2020-02-03,Absent,High
1069,Amanda,Mathematics,89.0,2021-02-05,Absent,High
1291,Jennifer,Physics,68.0,2023-05-30,absent,Medium
1291,Kimberly,Physics,77.9,2023-06-02,Present,Medium
1181,Travis,Physics,66.0,2022-12-27,Absent,Medium
1200,Julie,Physics,69.0,2022-04-28,Absent,Medium
1200,Nicholas,Physics,61.0,2020-01-19,Absent,Medium
1443,Wendy,Computer Science,98.0,2020-07-15,Absent,High
1318,Marcus,Physics,75.0,2023-11-28,Absent,Medium
1384,Jose,Physics,61.0,2023-12-24,Absent,Medium
1224,Jennifer,Mathematics,64.0,2021-07-23,Present,Medium
1224,William,Mathematics,68.0,2024-08-28,absent,Medium
1224,Angela,Mathematics,80.0,2021-04-11,absent,Medium
1224,Amanda,Mathematics,80.0,2022-12-17,Present,Medium
1095,Katherine,Computer Science,92.0,2021-09-01,Absent,High
1095,Jessica,Computer Science,76.0,2022-04-29,Absent,Medium
1172,Robert,Computer Science,94.0,2023-10-16,absent,High
1172,Pamela,Computer Science,78.7,2022-02-22,Absent,Medium
1172,Justin,Computer Science,71.0,2024-12-12,Absent,Medium
1190,Seth,Mathematics,92.0,2022-10-15,Present,High
1353,Dalton,Physics,66.0,2021-01-19,absent,Medium
1353,William,Physics,77.9,2021-07-27,Absent,Medium
1353,Zachary,Physics,73.0,2024-12-06,Absent,Medium
1147,Mark,Computer Science,82.0,2024-02-03,Present,Medium
1147,William,Computer Science,78.0,2024-11-03,absent,Medium
1172,Brenda,Physics,77.9,2023-10-16,Absent,Medium
1172,Jason,Physics,88.0,2021-05-25,Absent,High
1172,Christopher,Physics,77.9,2022-02-22,absent,Medium
1172,Tina,Physics,77.9,2024-12-12,Absent,Medium
1388,Joseph,Physics,77.9,2023-02-07,Absent,Medium
1408,Sarah,Physics,69.0,2022-12-26,Absent,Medium
1408,Tara,Physics,83.0,2020-11-26,Absent,Medium
1208,Monica,Biology,62.0,2020-03-01,Absent,Medium
1253,Joseph,Biology,77.9,2021-10-02,Present,Medium
1253,Carol,Biology,61.0,2024-12-24,Present,Medium
1253,Thomas,Biology,63.0,2024-08-03,Present,Medium
1092,Heather,Mathematics,79.1,2023-12-08,absent,Medium
1323,Jason,Biology,82.0,2021-10-15,Absent,Medium
1142,Wanda,Biology,66.0,2020-03-02,Present,Medium
1142,Richard,Biology,76.0,2022-09-14,absent,Medium
1281,Danielle,Computer Science,78.7,2024-10-18,Present,Medium
1360,Stacy,Mathematics,84.0,2020-07-20,Absent,Medium
1301,Mark,Physics,65.0,2022-11-09,Absent,Medium
1301,Erik,Physics,64.0,2022-03-21,absent,Medium
1001,Michael,Physics,67.0,2024-12-20,Present,Medium
1469,Tiffany,Computer Science,65.0,2024-09-30,Present,Medium
1469,Steve,Computer Science,81.0,2024-06-18,Present,Medium
1036,Katie,Mathematics,63.0,2022-11-07,Present,Medium
1036,David,Mathematics,87.0,2022-04-03,Present,High
1036,Monica,Mathematics,87.0,2021-11-03,Present,High
1228,Dan,Mathematics,99.0,2020-04-22,Present,High
1228,Richard,Mathematics,63.0,2022-11-03,Present,Medium
1228,Madison,Mathematics,65.0,2022-06-08,Present,Medium
1193,James,Computer Science,60.0,2023-06-06,Absent,Medium
1134,Victoria,Biology,85.0,2022-04-14,Absent,High
1134,Crystal,Biology,91.0,2023-03-20,Absent,High
1134,Dawn,Biology,78.0,2023-12-10,Absent,Medium
1291,Nicholas,Physics,68.0,2023-05-30,Present,Medium
1291,George,Physics,80.0,2023-06-02,Present,Medium
1186,Charles,Biology,81.0,2022-08-23,Absent,Medium
1186,Pedro,Biology,73.0,2023-02-14,Absent,Medium
1094,Tommy,Biology,68.0,2024-01-14,Present,Medium
1094,Michelle,Biology,78.0,2024-01-16,Present,Medium
1094,Tara,Biology,67.0,2022-05-27,absent,Medium
1094,Lauren,Biology,83.0,2023-12-12,Present,Medium
1059,Kimberly,Computer Science,87.0,2021-02-27,Present,High
1137,Debbie,Mathematics,64.0,2022-03-26,Absent,Medium
1137,Alicia,Mathematics,75.0,2022-06-19,Absent,Medium
1058,Maria,Computer Science,64.0,2023-08-07,Absent,Medium
1058,Amber,Computer Science,73.0,2024-09-15,Absent,Medium
1058,Amber,Computer Science,67.0,2021-07-16,absent,Medium
1058,John,Computer Science,100.0,2023-07-05,Absent,High
1058,Ryan,Computer Science,100.0,2020-03-23,Absent,High
1358,Bianca,Computer Science,98.0,2023-03-24,Present,High
1358,Nicole,Computer Science,64.0,2020-11-13,Present,Medium
1358,Kathryn,Computer Science,78.0,2020-10-10,Present,Medium
1289,Donald,Biology,77.9,2022-12-16,absent,Medium
1289,Jessica,Biology,96.0,2024-11-24,Absent,High
1289,Joseph,Biology,95.0,2020-05-02,Absent,High
1382,Edwin,Biology,74.0,2020-04-09,Present,Medium
1029,Darryl,Physics,100.0,2023-08-02,Absent,High
1336,Amanda,Computer Science,72.0,2020-11-28,Absent,Medium
1336,Samuel,Computer Science,98.0,2023-03-01,Absent,High
1040,Ariel,Physics,60.0,2023-02-10,Present,Medium
1040,Jennifer,Physics,61.0,2024-06-06,Present,Medium
1003,Alan,Mathematics,79.1,2024-09-17,Absent,Medium
1285,Richard,Computer Science,69.0,2023-02-02,absent,Medium
1063,Jennifer,Computer Science,74.0,2024-01-25,absent,Medium
1063,Adam,Computer Science,68.0,2024-11-23,Present,Medium
1420,Stephanie,Mathematics,89.0,2022-03-31,Present,High
1420,Beth,Mathematics,72.0,2024-09-29,Present,Medium
1162,John,Physics,77.9,2024-11-01,Absent,Medium
1254,Dennis,Mathematics,72.0,2021-09-12,Present,Medium
1486,Jasmin,Biology,70.0,2021-03-25,Absent,Medium
1220,Phyllis,Mathematics,97.0,2021-09-08,Present,High
1418,David,Biology,91.0,2023-04-11,Present,High
1340,Lauren,Physics,81.0,2020-06-21,absent,Medium
1340,Sarah,Physics,63.0,2024-08-18,absent,Medium
1334,Gregory,Mathematics,61.0,2022-10-25,Absent,Medium
1334,Michael,Mathematics,66.0,2022-12-17,Absent,Medium
1334,Sandra,Mathematics,79.1,2020-10-19,absent,Medium
1334,Brian,Mathematics,95.0,2021-04-21,Absent,High
1422,Gabriel,Biology,77.9,2022-06-25,Absent,Medium
1422,Victoria,Biology,77.9,2021-09-09,Absent,Medium
1058,Jeffrey,Computer Science,64.0,2023-08-07,absent,Medium
1058,Diane,Computer Science,73.0,2024-09-15,Absent,Medium
1058,Andrea,Computer Science,67.0,2021-07-16,Absent,Medium
1058,Christopher,Computer Science,100.0,2020-03-23,Absent,High
1269,Cynthia,Computer Science,78.7,2024-01-14,Present,Medium
1269,Samuel,Computer Science,93.0,2024-06-08,Present,High
1359,Angela,Physics,82.0,2021-07-14,Absent,Medium
1206,Carrie,Physics,64.0,2021-05-31,Absent,Medium
1206,Monica,Physics,65.0,2023-08-11,Absent,Medium
